路線,名稱,地址,Y,X
宜蘭-台北,福隆舊草嶺隧道,新北市貢寮區福隆里,25.00399601,121.9583502
宜蘭-台北,十分老街,新北市平溪區十分街81號,25.04291849,121.7766679
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
