路線,名稱,地址,Y,X
新竹-台中,白沙屯拱天宮,苗栗縣通霄鎮8號,24.57145291,120.7092077
新竹-台中,大甲鎮瀾宮,台中市大甲區順天路158號,24.34522103,120.6235907
新竹-台中,國立自然科學博物館,台中市北區館前路1號,24.15728214,120.6660506
