路線,名稱,地址,Y,X
屏東-台東,壽卡鐵馬驛站,屏東縣獅子鄉,22.24527296,120.835681
屏東-台東,多良車站,台東縣太麻里鄉,22.50714357,120.9591878
屏東-台東,國立臺灣史前文化博物館,台東縣台東市博物館路1號,22.76075111,121.0913576
